,Ticker,Risk,Yield,Price,Date,Fund,Sponsor,Asset,Fee,TrackingError,Dislocation,Beta,Volume,Classifications
582,FBTC,-0.577417,-1.295315,82.19,2025-02-18,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,12.4383,-142.085,1.0399,3698700,2-1
583,FBTC,-0.4983,0.017554,83.98,2025-02-19,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,12.975,5.613,1.0471,1974500,2-3
584,FBTC,-0.490097,0.905721,86.05,2025-02-20,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,13.0307,105.532,1.051,1735400,2-4
585,FBTC,-0.46077,-0.873701,82.81,2025-02-21,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,13.2296,-94.653,1.0656,6357500,2-1
586,FBTC,0.521569,2.685648,82.06,2025-02-24,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,19.8937,305.773,1.0126,4761100,3-4
587,FBTC,1.003014,0.823492,76.87,2025-02-25,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,23.1598,96.281,1.0663,14421300,4-4
588,FBTC,1.027235,0.842458,73.62,2025-02-26,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,23.3241,98.414,1.0451,8547600,4-4
589,FBTC,1.103682,-1.135256,72.75,2025-02-27,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,23.8427,-124.078,1.0229,3844400,4-1
590,FBTC,1.190868,1.394275,73.5,2025-02-28,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,24.4341,160.494,1.0273,5441700,4-4
591,FBTC,1.129682,-2.183792,75.13,2025-03-03,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,24.0191,-242.038,1.029,6757800,4-1
592,FBTC,1.113419,0.499906,75.91,2025-03-04,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,23.9087,59.877,1.0279,5323600,4-3
593,FBTC,1.08101,-0.275463,79.03,2025-03-05,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,23.6889,-27.352,1.0244,3683700,4-2
594,FBTC,1.105659,0.41293,77.77,2025-03-06,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,23.8561,50.093,1.0376,4245400,4-3
595,FBTC,1.18262,0.382853,75.95,2025-03-07,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,24.3782,46.709,1.0325,5701300,4-3
596,FBTC,1.12436,0.585033,68.98,2025-03-10,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,23.983,69.454,1.0059,7244400,4-4
597,FBTC,1.112868,0.552965,72.52,2025-03-11,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,23.905,65.847,1.0023,3411600,4-4
598,FBTC,1.159736,-0.592011,72.41,2025-03-12,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,24.2229,-62.963,0.9946,2832300,4-1
599,FBTC,1.154944,-0.02173,69.98,2025-03-13,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,24.1904,1.193,0.9954,3599700,4-2
600,FBTC,1.285454,0.463992,73.93,2025-03-14,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,25.0758,55.837,1.0092,4442000,4-3
601,FBTC,1.289521,-0.105753,73.83,2025-03-17,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,25.1034,-8.259,1.0146,2578900,4-2
602,FBTC,1.265561,-0.669034,71.89,2025-03-18,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,24.9408,-71.628,1.0162,2729500,4-1
603,FBTC,1.282098,-0.61415,74.66,2025-03-19,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,25.053,-65.454,1.0039,3071400,4-1
604,FBTC,1.357678,0.919373,73.49,2025-03-20,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,25.5657,107.067,0.9863,1860100,4-4
605,FBTC,1.27592,-0.930853,73.28,2025-03-21,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,25.0111,-101.083,0.9865,1461000,4-1
606,FBTC,0.573435,0.255722,77.09,2025-03-24,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,20.2456,32.407,0.9921,2469800,4-3
607,FBTC,-0.035259,1.075659,77.0,2025-03-25,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.1163,124.65,0.9729,1391900,3-4
608,FBTC,0.010105,0.955466,75.56,2025-03-26,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.424,111.128,0.9706,2423100,3-4
609,FBTC,-0.154207,-0.200832,75.96,2025-03-27,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,15.3093,-18.956,0.9726,2601600,2-2
610,FBTC,-0.260371,-0.592348,73.12,2025-03-28,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,14.5891,-63.001,0.9807,2223700,2-1
611,FBTC,-0.241468,-1.066076,71.97,2025-03-31,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,14.7174,-116.295,0.982,2424200,2-1
612,FBTC,-0.248994,-0.9899,74.2,2025-04-01,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,14.6663,-107.726,0.9768,3829200,2-1
613,FBTC,1.090101,4.802534,75.88,2025-04-02,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,23.7505,543.923,0.9449,3347100,4-4
614,FBTC,2.577295,-1.231252,71.55,2025-04-03,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,33.8395,-134.878,0.9298,3596800,4-1
615,FBTC,2.606802,0.81443,73.39,2025-04-04,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,34.0396,95.261,0.9226,7532900,4-4
616,FBTC,2.716397,-1.514252,68.14,2025-04-07,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,34.7831,-166.715,0.9447,10407300,4-1
617,FBTC,2.818016,0.140807,67.0,2025-04-08,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,35.4725,19.479,0.9309,4785800,4-3
618,FBTC,2.781993,-4.81159,71.89,2025-04-09,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,35.2281,-537.665,0.926,8746700,4-1
619,FBTC,2.782289,0.825376,69.36,2025-04-10,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,35.2301,96.493,0.9231,6510500,4-4
620,FBTC,2.711037,0.274015,73.24,2025-04-11,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,34.7468,34.465,0.9368,7165700,4-3
621,FBTC,2.709296,2.164424,74.21,2025-04-14,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,34.7349,247.135,0.9381,4136100,4-4
622,FBTC,2.680256,0.375612,73.38,2025-04-15,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,34.5379,45.894,0.9374,2978600,4-3
623,FBTC,2.640577,0.624449,73.66,2025-04-16,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,34.2688,73.888,0.9383,2759300,4-4
624,FBTC,2.581786,0.575573,74.16,2025-04-17,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,33.8699,68.39,0.9394,2092900,4-4
625,FBTC,2.581276,-0.326856,76.38,2025-04-21,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,33.8665,-33.133,0.9415,4163300,4-2
626,FBTC,2.609236,-1.735481,79.89,2025-04-22,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,34.0561,-191.603,0.9213,5459700,4-1
627,FBTC,2.722985,0.122553,81.66,2025-04-23,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,34.8278,17.425,0.9182,3985500,4-3
628,FBTC,2.678136,0.042729,81.76,2025-04-24,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,34.5236,8.445,0.9187,2059100,4-3
629,FBTC,2.708283,1.281185,83.3,2025-04-25,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,34.7281,147.771,0.9168,2731300,4-4
630,FBTC,2.722345,0.416734,82.77,2025-04-28,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,34.8235,50.521,0.9166,2838100,4-3
631,FBTC,2.753314,2.882287,83.24,2025-04-29,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,35.0336,327.895,0.9104,1668200,4-4
632,FBTC,2.799004,0.086157,82.18,2025-04-30,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,35.3435,13.331,0.9114,2579400,4-3
633,FBTC,1.947468,0.541833,84.34,2025-05-01,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,29.5668,64.594,0.9176,3181900,4-3
634,FBTC,0.172952,-0.419398,84.7,2025-05-02,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,17.5287,-43.544,0.917,2438500,3-2
635,FBTC,0.053635,-0.265025,82.37,2025-05-05,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.7193,-26.177,0.9198,2183000,3-2
636,FBTC,-0.109818,-2.514715,82.92,2025-05-06,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,15.6105,-279.267,0.9149,1462200,2-1
637,FBTC,-0.262103,-0.526834,83.96,2025-05-07,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,14.5774,-55.631,0.9139,2068800,2-2
638,FBTC,-0.2583,-1.222436,88.48,2025-05-08,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,14.6032,-133.886,0.9078,3232100,2-1
639,FBTC,-0.007937,0.595188,90.12,2025-05-09,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.3016,70.597,0.907,2135900,3-4
640,FBTC,0.02512,0.152388,88.91,2025-05-12,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.5259,20.782,0.9085,3575400,3-3
641,FBTC,0.191221,2.863275,91.57,2025-05-13,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,17.6527,325.756,0.9116,2973000,3-4
642,FBTC,0.244018,1.11724,90.22,2025-05-14,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,18.0108,129.327,0.9072,1866300,3-4
643,FBTC,0.250245,1.193577,90.11,2025-05-15,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,18.0531,137.915,0.9053,2873600,3-4
644,FBTC,0.297263,0.303471,90.88,2025-05-16,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,18.372,37.778,0.9023,2048000,3-3
645,FBTC,0.310781,1.015907,92.16,2025-05-19,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,18.4637,117.927,0.8936,2712000,3-4
646,FBTC,0.163506,-0.168838,93.51,2025-05-20,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,17.4647,-15.356,0.927,2331800,3-2
647,FBTC,0.031337,-0.153406,94.91,2025-05-21,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.568,-13.62,0.901,6716400,3-2
648,FBTC,0.047661,0.65582,97.06,2025-05-22,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.6788,77.418,0.9046,5123100,3-4
649,FBTC,0.089163,0.958104,94.98,2025-05-23,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.9603,111.425,0.8935,3889100,3-4
650,FBTC,0.044884,0.99936,95.98,2025-05-27,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.6599,116.066,0.8944,3573800,3-4
651,FBTC,0.146553,-0.927262,93.39,2025-05-28,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,17.3496,-100.679,0.8982,3870700,3-1
652,FBTC,0.078464,0.370951,92.21,2025-05-29,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.8877,45.37,0.8964,3567700,3-3
653,FBTC,0.082854,0.267709,91.38,2025-05-30,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.9175,33.755,0.8912,2980900,3-3
654,FBTC,0.26281,-2.57447,91.2,2025-06-02,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,18.1383,-285.99,0.8844,2504900,3-1
655,FBTC,0.449487,-0.407557,92.76,2025-06-03,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,19.4047,-42.212,0.8877,2702200,3-2
656,FBTC,0.375079,0.590711,91.65,2025-06-04,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,18.8999,70.093,0.8691,2110100,3-4
657,FBTC,0.340174,-0.177341,88.96,2025-06-05,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,18.6631,-16.313,0.8688,3570200,3-2
658,FBTC,0.329659,-0.664725,91.05,2025-06-06,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,18.5918,-71.144,0.8699,3127900,3-1
659,FBTC,0.121031,0.380713,94.86,2025-06-09,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,17.1765,46.468,0.8557,2901800,3-3
660,FBTC,0.079248,-0.681582,95.67,2025-06-10,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.8931,-73.04,0.8375,1917400,3-1
661,FBTC,-0.08634,0.304914,94.99,2025-06-11,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,15.7697,37.941,0.8354,1698100,2-3
662,FBTC,-0.14085,0.818208,93.23,2025-06-12,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,15.3999,95.686,0.8276,2106500,2-4
663,FBTC,0.030558,-0.629251,91.79,2025-06-13,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,16.5627,-67.153,0.8322,2567100,3-1
664,FBTC,0.39386,2.40458,94.93,2025-06-16,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,19.0273,274.153,0.8424,2015000,3-4
665,FBTC,0.587808,-0.146849,91.42,2025-06-17,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,20.3431,-12.883,0.8547,3039800,4-2
666,FBTC,0.630187,-1.550887,90.63,2025-06-18,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,20.6305,-170.837,0.84,2131300,4-1
667,FBTC,0.617057,-1.195181,90.08,2025-06-20,Fidelity Wise Origin Bitcoin Fund,Fidelity,BTC,0.25,20.5415,-130.82,0.8371,2561600,4-1
