,Ticker,Fund,Issuer,Family,FamilyLabel,Benchmark,Date,Price,AUM,ExpenseRatio,ADVmm,SpreadBps,RoundTripBps,VolAnn
82,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-03,307.14,154580.0,0.4,2936.478,20.07,20.091,24.473
83,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-07,307.37,154580.0,0.4,2933.601,21.201,21.223,24.463
84,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-08,304.16,154580.0,0.4,2945.75,17.581,17.602,23.507
85,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-09,305.52,154580.0,0.4,2987.436,20.093,20.115,23.023
86,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-10,306.2,154580.0,0.4,2985.757,17.505,17.524,22.713
87,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-11,309.14,154580.0,0.4,3017.719,16.771,16.793,22.751
88,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-14,308.01,154580.0,0.4,2966.579,12.583,12.605,22.749
89,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-15,306.73,154580.0,0.4,2914.171,12.583,12.604,21.8
90,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-16,308.26,154580.0,0.4,2923.976,15.429,15.448,21.805
91,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-17,307.59,154580.0,0.4,2830.511,15.429,15.446,20.87
92,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-18,308.39,154580.0,0.4,2790.06,15.429,15.446,20.677
93,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-21,313.13,154580.0,0.4,2815.57,11.349,11.366,20.29
94,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-22,316.1,154580.0,0.4,2891.784,11.349,11.37,20.169
95,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-23,312.18,154580.0,0.4,2860.63,11.349,11.37,20.209
96,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-24,310.27,154580.0,0.4,2798.899,11.349,11.37,20.047
97,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-25,307.4,154580.0,0.4,2837.68,11.349,11.371,20.037
98,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-28,305.41,154580.0,0.4,2873.419,8.355,8.378,20.022
99,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-29,306.25,154580.0,0.4,2766.353,9.369,9.391,19.54
100,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-30,300.96,154580.0,0.4,2840.334,9.369,9.391,19.879
101,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-07-31,302.96,154580.0,0.4,2833.177,10.856,10.878,18.974
102,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-01,309.11,154580.0,0.4,2899.757,8.991,9.014,18.559
103,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-04,310.91,154580.0,0.4,2935.692,8.991,9.014,18.342
104,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-05,311.16,154580.0,0.4,2931.775,9.415,9.438,17.867
105,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-06,310.5,154580.0,0.4,2869.963,9.63,9.652,17.816
106,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-07,313.12,154580.0,0.4,2877.504,7.117,7.14,16.85
107,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-08,313.05,154580.0,0.4,3071.11,9.64,9.663,16.836
108,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-11,308.55,154580.0,0.4,3087.593,9.64,9.663,16.511
109,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-12,308.27,154580.0,0.4,3145.274,10.938,10.961,16.216
110,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-13,309.21,154580.0,0.4,3095.726,10.938,10.961,16.004
111,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-14,307.25,154580.0,0.4,2921.127,8.092,8.117,15.873
112,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-15,307.43,154580.0,0.4,2911.528,9.297,9.322,15.426
113,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-18,306.95,154580.0,0.4,2919.562,10.503,10.528,15.358
114,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-19,305.27,154580.0,0.4,2828.722,10.503,10.528,15.289
115,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-20,308.36,154580.0,0.4,2718.299,10.503,10.528,14.766
116,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-21,307.29,154580.0,0.4,2631.872,10.91,10.935,14.354
117,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-22,310.58,154580.0,0.4,2644.227,11.415,11.44,14.504
118,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-25,309.83,154580.0,0.4,2566.645,11.957,11.98,14.469
119,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-26,312.08,154580.0,0.4,2605.601,11.957,11.98,14.468
120,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-27,312.71,154580.0,0.4,2586.207,11.909,11.933,13.44
121,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-28,315.03,154580.0,0.4,2537.478,11.909,11.933,13.391
122,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-08-29,318.07,154580.0,0.4,2644.838,10.422,10.443,13.468
123,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-02,325.59,154580.0,0.4,2785.216,10.422,10.443,14.217
124,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-03,328.14,154580.0,0.4,2923.103,10.422,10.442,13.966
125,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-04,326.69,154580.0,0.4,3001.478,8.866,8.886,13.994
126,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-05,331.05,154580.0,0.4,3145.051,8.652,8.673,14.214
127,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-08,334.82,154580.0,0.4,3279.484,8.652,8.672,14.339
128,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-09,334.06,154580.0,0.4,3327.3,6.145,6.165,14.173
129,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-10,335.26,154580.0,0.4,3366.281,6.145,6.164,13.966
130,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-11,334.76,154580.0,0.4,3368.714,5.633,5.652,13.607
131,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-12,335.42,154580.0,0.4,3452.885,5.633,5.652,13.607
132,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-15,338.91,154580.0,0.4,3538.35,5.633,5.652,13.663
133,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-16,339.59,154580.0,0.4,3647.32,4.428,4.447,13.658
134,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-17,336.97,154580.0,0.4,3822.755,4.672,4.691,13.784
135,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-18,335.62,154580.0,0.4,3987.98,4.672,4.69,13.361
136,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-19,339.18,154580.0,0.4,4134.3,4.672,4.69,13.486
137,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-22,345.05,154580.0,0.4,4267.45,4.265,4.283,13.841
138,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-23,346.46,154580.0,0.4,4444.649,3.76,3.775,13.187
139,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-24,343.32,154580.0,0.4,4592.754,3.219,3.234,13.238
140,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-25,344.75,154580.0,0.4,4626.403,6.827,6.842,13.168
141,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-26,346.74,154580.0,0.4,4755.227,5.861,5.875,13.171
142,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-29,352.46,154580.0,0.4,4874.895,5.861,5.875,13.369
143,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-09-30,355.47,154580.0,0.4,4863.31,6.676,6.69,13.425
144,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-01,356.03,154580.0,0.4,4797.914,6.676,6.69,13.154
145,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-02,354.79,154580.0,0.4,4819.986,7.707,7.719,13.208
146,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-03,357.64,154580.0,0.4,4884.253,8.884,8.898,13.256
147,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-06,364.38,154580.0,0.4,4927.597,8.884,8.898,13.588
148,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-07,366.26,154580.0,0.4,4924.416,8.884,8.893,13.53
149,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-08,372.3,154580.0,0.4,5077.472,8.867,8.881,13.726
150,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-09,365.43,154580.0,0.4,5472.752,9.148,9.162,14.431
151,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-10,369.12,154580.0,0.4,5753.207,11.753,11.768,14.467
152,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-13,378.09,154580.0,0.4,5932.896,11.753,11.768,15.092
153,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-14,380.79,154580.0,0.4,6096.131,11.753,11.768,14.91
154,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-15,387.39,154580.0,0.4,6279.448,11.753,11.768,15.13
155,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-16,396.45,154580.0,0.4,6648.844,10.303,10.318,15.293
156,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-17,388.99,154580.0,0.4,7559.41,15.026,15.041,15.872
157,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-20,403.15,154580.0,0.4,7980.179,15.026,15.041,16.938
158,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-21,377.24,154580.0,0.4,8748.526,15.026,15.041,22.229
159,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-22,377.28,154580.0,0.4,8993.613,15.026,15.041,22.24
160,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-23,378.79,154580.0,0.4,9032.871,15.026,15.041,21.809
161,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-24,377.52,154580.0,0.4,9063.816,11.417,11.433,21.851
162,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-27,367.01,154580.0,0.4,9284.118,11.417,11.433,22.533
163,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-28,364.38,154580.0,0.4,9354.43,11.417,11.433,22.617
164,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-29,363.0,154580.0,0.4,9455.648,11.191,11.202,22.653
165,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-30,370.13,154580.0,0.4,9452.695,15.888,15.903,22.892
166,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-10-31,368.12,154580.0,0.4,9373.83,20.003,20.018,22.927
167,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-03,368.78,154580.0,0.4,9254.894,21.265,21.278,22.92
168,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-04,362.32,154580.0,0.4,9157.399,21.265,21.278,23.031
169,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-05,366.51,154580.0,0.4,9009.608,21.265,21.28,23.089
170,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-06,366.07,154580.0,0.4,8632.406,23.549,23.562,23.104
171,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-07,368.31,154580.0,0.4,8240.4,23.268,23.282,23.034
172,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-10,378.38,154580.0,0.4,8057.615,19.877,19.892,23.544
173,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-11,379.87,154580.0,0.4,7918.791,19.877,19.891,23.521
174,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-12,385.99,154580.0,0.4,7882.804,19.877,19.892,23.58
175,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-13,382.87,154580.0,0.4,7792.127,25.51,25.524,23.671
176,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-14,375.96,154580.0,0.4,7429.49,25.51,25.524,24.049
177,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-17,371.65,154580.0,0.4,6515.874,22.02,22.035,24.191
178,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-18,374.35,154580.0,0.4,5992.494,24.935,24.95,24.18
179,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-19,374.96,154580.0,0.4,5216.684,24.935,24.948,24.167
180,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-20,374.85,154580.0,0.4,4855.838,27.71,27.723,24.176
181,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-21,374.27,154580.0,0.4,4843.963,32.017,32.031,24.176
182,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-24,380.2,154580.0,0.4,4788.11,32.356,32.371,24.281
183,GLD,SPDR Gold Shares,World Gold Council,physical,Physical gold,GC=F,2025-11-25,380.08,154580.0,0.4,4564.021,32.356,32.37,23.914
