,Ticker,Risk,Yield,Price,Date,Fund,Sponsor,Asset,Fee,SpreadBps,Illiquidity,ADV,Volume,Classifications
13,IBIT,-0.773663,0.136029,34.68,2024-10-09,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,40.465,-4.6194,876.42,18244000,2-3
14,IBIT,-0.750588,-0.225472,33.95,2024-10-10,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,32.789,-4.6066,886.38,25996500,2-2
15,IBIT,-0.718711,-0.225472,35.94,2024-10-11,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,32.789,-4.5889,918.47,33399400,2-2
16,IBIT,-0.710538,-0.225472,37.57,2024-10-14,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,32.789,-4.5844,944.48,44553100,2-2
17,IBIT,-0.767092,0.011919,38.17,2024-10-15,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,37.83,-4.6157,1008.93,53539000,2-3
18,IBIT,-0.789236,0.011919,38.58,2024-10-16,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,37.83,-4.628,993.14,26627500,2-3
19,IBIT,-0.762741,-0.74121,38.05,2024-10-17,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,21.839,-4.6133,981.84,19655500,2-1
20,IBIT,-0.828936,-0.74121,39.07,2024-10-18,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,21.839,-4.65,1012.72,39820500,2-1
21,IBIT,-0.82668,-0.919258,38.57,2024-10-21,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,18.059,-4.6487,1038.39,28773400,2-1
22,IBIT,-0.837061,-0.711913,38.41,2024-10-22,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,22.461,-4.6545,1052.56,23972900,2-1
23,IBIT,-0.848329,-0.866302,37.81,2024-10-23,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,19.183,-4.6607,1064.48,25771200,2-1
24,IBIT,-0.868303,-1.131206,38.87,2024-10-24,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,13.559,-4.6718,1091.28,27015500,1-1
25,IBIT,-0.875828,-0.981139,38.01,2024-10-25,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,16.745,-4.676,1112.21,51745600,1-1
26,IBIT,-0.865291,-0.981139,39.67,2024-10-28,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,16.745,-4.6701,1164.02,54652300,1-1
27,IBIT,-0.916701,-0.981139,41.33,2024-10-29,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,16.745,-4.6986,1284.4,81566300,1-1
28,IBIT,-0.935233,-0.808428,40.88,2024-10-30,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,20.412,-4.7089,1273.23,32004700,1-1
29,IBIT,-0.957024,-0.815331,39.78,2024-10-31,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,20.266,-4.721,1316.38,48039800,1-1
30,IBIT,-0.989942,-0.662925,39.37,2024-11-01,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,23.502,-4.7392,1379.42,49930200,1-2
31,IBIT,-1.005268,-0.662925,38.25,2024-11-04,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,23.502,-4.7477,1406.82,36048900,1-2
32,IBIT,-0.999926,-0.662925,39.51,2024-11-05,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,23.502,-4.7448,1439.52,36660400,1-2
33,IBIT,-0.996677,-0.662925,43.4,2024-11-06,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,23.502,-4.743,1597.78,97138100,1-2
34,IBIT,-1.060943,-0.339804,43.6,2024-11-07,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,30.362,-4.7786,1652.09,40670200,1-2
35,IBIT,-1.114349,-0.253175,43.69,2024-11-08,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,32.201,-4.8082,1701.99,44183700,1-2
36,IBIT,-1.166443,-0.253175,49.57,2024-11-11,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,32.201,-4.8371,1872.19,96319200,1-2
37,IBIT,-1.216858,-0.253175,51.05,2024-11-12,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,32.201,-4.865,1980.38,77294900,1-2
38,IBIT,-1.238246,-0.536696,51.04,2024-11-13,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,26.182,-4.8768,2134.18,103319300,1-2
39,IBIT,-1.243317,-0.536696,49.73,2024-11-14,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,26.182,-4.8797,2229.2,60782800,1-2
40,IBIT,-1.241154,0.348489,52.13,2024-11-15,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,44.976,-4.8785,2310.11,46939400,1-3
41,IBIT,-1.252412,0.348489,52.13,2024-11-18,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,44.976,-4.8847,2387.51,61022200,1-3
42,IBIT,-1.2801,0.348489,52.7,2024-11-19,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,44.976,-4.9,2537.64,80884000,1-3
43,IBIT,-1.278321,0.141144,53.72,2024-11-20,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,40.573,-4.8991,2673.25,70154500,1-3
44,IBIT,-1.305442,0.141144,55.9,2024-11-21,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,40.573,-4.9141,2876.96,93957600,1-3
45,IBIT,-1.384937,0.290975,56.49,2024-11-22,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,43.754,-4.9581,3004.55,66020400,1-3
46,IBIT,-1.382979,0.140908,54.02,2024-11-25,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,40.568,-4.9571,3089.4,69396700,1-3
47,IBIT,-1.408678,0.140908,51.7,2024-11-26,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,40.568,-4.9713,3152.15,67423300,1-3
48,IBIT,-1.386266,0.140908,55.03,2024-11-27,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,40.568,-4.9589,3153.53,61783500,1-3
49,IBIT,-1.40948,-0.031803,55.21,2024-11-29,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,36.901,-4.9717,3170.98,30337300,1-3
50,IBIT,-1.445658,-0.031803,54.48,2024-12-02,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,36.901,-4.9918,3216.49,52619400,1-3
51,IBIT,-1.465505,-0.14452,54.46,2024-12-03,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,34.508,-5.0028,3224.02,39000400,1-3
52,IBIT,-1.50699,-0.14452,56.42,2024-12-04,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,34.508,-5.0258,3315.95,58655300,1-3
53,IBIT,-1.605694,-0.14452,56.4,2024-12-05,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,34.508,-5.0805,3487.21,89447600,1-3
54,IBIT,-1.673601,0.379421,57.8,2024-12-06,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,45.632,-5.1181,3424.12,50017000,1-3
55,IBIT,-1.598539,0.0563,54.73,2024-12-09,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,38.772,-5.0765,3484.79,55677600,1-3
56,IBIT,-1.598123,-0.030328,54.9,2024-12-10,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,36.933,-5.0763,3520.47,48810000,1-3
57,IBIT,-1.639794,-0.030328,57.72,2024-12-11,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,36.933,-5.0994,3427.44,48872600,1-3
58,IBIT,-1.645419,0.312302,56.92,2024-12-12,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,44.207,-5.1025,3344.74,38811300,1-3
59,IBIT,-1.607538,0.71067,57.91,2024-12-13,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,52.665,-5.0815,3198.08,37881700,1-4
60,IBIT,-1.600255,0.71067,60.22,2024-12-16,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,52.665,-5.0775,3237.66,63994100,1-4
61,IBIT,-1.681417,0.054219,60.73,2024-12-17,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,38.728,-5.1225,3264.62,49617700,1-3
62,IBIT,-1.645,0.054219,57.18,2024-12-18,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,38.728,-5.1023,3303.37,69862700,1-3
63,IBIT,-1.610137,0.054219,54.72,2024-12-19,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,38.728,-5.083,3307.71,79563900,1-3
64,IBIT,-1.630938,0.054219,54.81,2024-12-20,iShares Bitcoin Trust ETF,BlackRock,BTC,0.25,38.728,-5.0945,3272.65,55327900,1-3
